recording_id,filename,start,end,duration,speaker,heuristic_caller,caller_label,note
Call recording 251127_191819,Call recording 251127_191819.wav,109.955,110.849,0.894,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,111.322,112.469,1.148,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,112.891,113.887,0.996,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,114.038,114.983,0.945,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,114.511,115.118,0.608,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,115.422,116.654,1.232,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,116.654,118.375,1.721,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,117.92,118.088,0.169,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,118.747,128.078,9.332,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,122.476,122.864,0.388,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,128.23,135.942,7.712,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,136.246,155.551,19.305,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,143.671,144.11,0.439,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,155.973,156.53,0.557,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,156.023,158.268,2.244,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,158.487,159.331,0.844,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,159.314,164.545,5.231,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,164.663,175.244,10.581,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,165.22,165.44,0.219,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,175.666,175.987,0.321,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,176.02,180.779,4.759,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,180.847,185.167,4.32,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,185.352,185.656,0.304,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,185.656,187.9,2.244,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,186.382,186.871,0.489,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,187.175,187.58,0.405,SPEAKER_01,SPEAKER_01,,
Call recording 251128_000340,Call recording 251128_000340.wav,0.031,2.579,2.548,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,2.579,3.828,1.249,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,3.305,7.912,4.607,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,7.912,8.873,0.962,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,8.873,11.287,2.413,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,11.405,11.911,0.506,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,12.113,12.923,0.81,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,12.923,14.712,1.789,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,14.948,15.64,0.692,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,15.691,15.826,0.135,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,15.826,15.961,0.135,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,15.961,16.012,0.051,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,16.012,21.192,5.181,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,16.045,16.838,0.793,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,21.58,21.833,0.253,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,22.087,26.677,4.59,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,22.627,22.93,0.304,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,25.833,29.967,4.134,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,27.571,28.229,0.658,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,28.415,29.748,1.333,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,30.305,31.418,1.114,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,30.372,30.878,0.506,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,31.57,38.523,6.952,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,38.523,38.54,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,39.097,39.113,0.017,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,39.113,46.117,7.003,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,39.653,40.008,0.354,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,45.863,46.066,0.203,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,46.117,54.318,8.201,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,48.884,49.238,0.354,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,54.588,58.891,4.303,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,54.655,55.178,0.523,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,59.161,62.84,3.679,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,63.076,73.133,10.058,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,73.285,78.922,5.636,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,79.478,81.638,2.16,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,81.638,86.566,4.928,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,86.87,93.282,6.413,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,86.92,87.224,0.304,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,93.552,98.041,4.489,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,98.362,99.695,1.333,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,99.88,105.736,5.856,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,100.808,101.045,0.236,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,105.955,109.668,3.712,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,108.149,108.672,0.523,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,110.022,111.963,1.941,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,111.963,111.997,0.034,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,111.997,112.435,0.439,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,112.03,112.334,0.304,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,112.435,112.452,0.017,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,112.452,113.026,0.574,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,113.026,113.077,0.051,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,113.077,113.566,0.489,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,113.566,114.967,1.401,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,115.237,120.89,5.653,SPEAKER_00,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,115.372,115.692,0.321,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,121.413,121.733,0.321,SPEAKER_01,SPEAKER_00,,
Call recording 251128_000340,Call recording 251128_000340.wav,121.97,123.742,1.772,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,0.2,0.554,0.354,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,0.217,1.381,1.164,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,1.381,2.123,0.743,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,3.001,6.629,3.628,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,6.95,7.27,0.321,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,7.76,11.152,3.392,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,11.354,12.282,0.928,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,11.928,16.687,4.759,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,16.687,23.437,6.75,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,23.74,26.373,2.633,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,24.027,24.398,0.371,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,27.233,28.111,0.878,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,28.448,29.427,0.979,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,29.849,35.401,5.552,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,31.081,31.435,0.354,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,35.03,37.021,1.991,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,37.19,38.658,1.468,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,39.012,41.29,2.278,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,41.341,47.922,6.581,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,48.209,49.812,1.603,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,48.631,48.918,0.287,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,50.504,51.55,1.046,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,51.078,51.989,0.911,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,51.989,52.613,0.624,SPEAKER_01,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,52.512,52.917,0.405,SPEAKER_00,SPEAKER_00,,
Call recording 251128_051228,Call recording 251128_051228.wav,54.183,55.01,0.827,SPEAKER_01,SPEAKER_00,,
Call recording 251128_061456,Call recording 251128_061456.wav,0.723,1.617,0.894,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,2.731,3.507,0.776,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,3.575,5.617,2.042,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,6.241,8.435,2.194,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,9.11,9.295,0.186,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,9.295,16.484,7.189,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,9.38,9.43,0.051,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,12.181,12.215,0.034,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,16.484,16.94,0.456,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,16.855,19.471,2.616,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,20.18,22.002,1.823,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,22.002,22.424,0.422,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,22.424,23.993,1.569,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,23.993,30.642,6.649,SPEAKER_01,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,27.115,27.571,0.456,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,27.571,27.672,0.101,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,31.013,37.021,6.008,SPEAKER_01,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,35.114,35.992,0.877,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,36.228,36.447,0.219,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,37.24,37.612,0.371,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,37.848,38.101,0.253,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,38.54,40.7,2.16,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,42.421,43.315,0.894,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,43.315,43.518,0.203,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,43.518,44.547,1.029,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,44.547,44.581,0.034,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,45.577,47.011,1.434,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,47.23,48.58,1.35,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,48.884,49.542,0.658,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,49.981,50.74,0.759,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,51.078,52.259,1.181,SPEAKER_02,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,51.972,52.158,0.186,SPEAKER_00,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,52.158,52.394,0.236,SPEAKER_03,SPEAKER_03,,
Call recording 251128_061456,Call recording 251128_061456.wav,52.546,53.542,0.996,SPEAKER_02,SPEAKER_03,,
Call recording 251128_064500,Call recording 251128_064500.wav,0.031,0.25,0.219,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,0.031,7.321,7.29,SPEAKER_03,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,0.622,1.499,0.878,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,1.887,2.039,0.152,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,6.562,9.38,2.818,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,9.818,15.488,5.67,SPEAKER_03,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,12.552,17.311,4.759,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,17.851,26.643,8.792,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,18.323,18.88,0.557,SPEAKER_01,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,18.88,19.032,0.152,SPEAKER_03,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,19.032,19.184,0.152,SPEAKER_01,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,19.184,19.218,0.034,SPEAKER_03,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,19.218,19.235,0.017,SPEAKER_01,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,27.233,33.562,6.328,SPEAKER_01,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,29.36,29.663,0.304,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,30.44,32.785,2.346,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,32.887,38.759,5.873,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,39.299,40.936,1.637,SPEAKER_02,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,39.383,40.835,1.451,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,41.071,42.303,1.232,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,43.045,46.252,3.206,SPEAKER_02,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,46.353,49.188,2.835,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,49.475,54.672,5.198,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,54.993,59.043,4.05,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,59.768,61.793,2.025,SPEAKER_03,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,60.781,62.857,2.076,SPEAKER_00,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,62.57,63.38,0.81,SPEAKER_03,SPEAKER_00,,
Call recording 251128_064500,Call recording 251128_064500.wav,63.38,63.65,0.27,SPEAKER_00,SPEAKER_00,,
Call recording 251128_145834,Call recording 251128_145834.wav,0.166,0.588,0.422,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,0.267,2.461,2.194,SPEAKER_01,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,2.461,2.866,0.405,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,3.018,16.113,13.095,SPEAKER_01,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,13.362,13.615,0.253,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,16.113,16.197,0.084,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,16.197,19.42,3.223,SPEAKER_01,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,18.661,18.695,0.034,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,18.712,24.415,5.704,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,23.403,31.537,8.134,SPEAKER_01,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,30.052,36.97,6.919,SPEAKER_00,SPEAKER_01,,
Call recording 251128_145834,Call recording 251128_145834.wav,37.257,37.831,0.574,SPEAKER_03,SPEAKER_01,,
